human
human
human
animal
animal,human
human
environment
human
human
human
human
animal
human
human
human
animal,human
human
human
human
animal
human
human
animal,human
human
human
human
human
animal
animal
human
animal
human
plant
human
human
human
human
animal
human
environment
human
human
human
plant
human
animal,human
human
human
human
human
human
animal
human
human
human
animal
environment
human
human
human
human
human
human
human
plant
human
human
plant,animal
animal
human
human
human
human
animal,human
plant,animal
human
animal
animal
animal
animal
human
human
animal
human
human
human
human
human
human
human
human

human
human
human
human

human

human
animal
plant,animal
animal
human
human
human
animal
human
human
human
human
human
human
human
human
plant,animal,human
human
animal

human
plant,animal
animal
animal
animal
animal
animal
human
animal
human
animal
human
animal
animal
human
human
human
human
environment,human
animal
human
human
human
human
human
human
human
human
human
human
human
human
human
human
plant
human
animal
human
animal
human
human
human
human
human
human
human
human
human
human
human
human
animal
human
human
human
animal
animal
human
human
human
plant,animal
human
human
human
human
plant,animal,human
human
human
human
human
human
environment
animal,human
human
animal
animal
human
human
human
human
animal
human
human
animal
human
human
human
human
human
animal

human
animal
animal
human
animal
animal
human
human
human
environment
human
human
animal
animal
human
